ma_truong,ten_truong,hoc_phi_raw,khu_vuc_truong,dia_chi_truong,nguon_url,thu_thap_luc,source_sha256
DTL,Trường Đại Học Thăng Long,Học phí đại học chính quy năm học 2026 - 2027 theo từng ngành/chương trình đào tạo khoảng từ 35.1 triệu đồng đến 54 triệu đồng/năm học (dự kiến). Lộ trình tăng học phí cho từng năm thực hiện theo Nghị định số 238/NĐ-CP ngày 03/9/2025 của Chính Phủ.,Hà Nội,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-thang-long-DTL.html,2026-06-20T16:50:24.224382+00:00,3f4e4114d15008ce5212543695e6e1be1ea7cbda457cb92d55af01c3a149896d
TDD,Trường Đại học Thành Đô,STT Khối ngành Đơn giá (VNĐ)/tín chỉ 1 Khối ngành Kinh tế; Du lịch – Ngoại ngữ 800.000 2 Khối ngành Kỹ thuật; Luật 850.000 3 Ngành Giáo dục học 950.000 4 Ngành Dược; Điều dưỡng; Ngôn ngữ Trung Quốc 1.050.000,Hà Nội,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-thanh-do-TDD.html,2026-06-20T16:50:26.510786+00:00,eec87d3fd2b7bfbbe7c4280b2750d556a14b1bbecdcf765a6dafadd4510410f3
DDB,Trường Đại Học Thành Đông,"Với học phí 305.000 đến 1.000.000 đồng/ tín chỉ (tùy thuộc vào ngành, nhóm ngành). Trước mỗi đầu năm học, trường thành lập tổ công tác xây dựng mức học phí và các chế độ học bổng cho HSSV trường. Theo qui trình, sau khi tham khảo mức học phí của các trường công lập cũng như trường ngoài công lập cùng với căn cứ vào tình hình thực tế của trường, tổ công tác sẽ đề nghị mức học phí cho phù hợp.",Hải Dương,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-thanh-dong-DDB.html,2026-06-20T16:50:28.650005+00:00,8233718d748277e9c886221d4a9314a965706bf4051529cf594b8ebd9522f72a
DTT,Trường Đại Học Tôn Đức Thắng,"CHƯƠNG TRÌNH TIÊU CHUẨN Nhóm ngành Tên ngành Học phí trung bình năm học 2026-2027 Nhóm 1 Kế toán 31,26 triệu đồng/năm Kiểm toán (Chuyên ngành Kiểm toán và Phân tích dữ liệu) Kinh doanh quốc tế",TP. Hồ Chí Minh,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-ton-duc-thang-DTT.html,2026-06-20T16:50:54.270179+00:00,5056ff8410304405a171205cfc5bf30014fd3809a599245b9feb3ca0272a5eb3
VHH,Trường Đại Học Văn Hóa Hà Nội,"Nhà trường áp dụng học phí và lộ trình tăng học phí tối đa cho từng năm theo Nghị định số 238/2025/NĐ-CP ngày 03/09/2025 của Thủ tướng Chính phủ quy định về chính sách học phí, miễn, giảm, hỗ trợ học phí, hỗ trợ chi phí học tập và giá dịch vụ trong lĩnh vực giáo dục, đào tạo. Năm học 2025-2026, học phí đối với sinh viên hệ Đại học Chính quy là 497.000đ/01 tín chỉ.",Hà Nội,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-van-hoa-ha-noi-VHH.html,2026-06-20T16:51:11.921773+00:00,9b0a6bd47b613941b6e50eb908842179bb26a281feb80bf1db0fd53034791d49
VHS,Trường Đại Học Văn Hóa TPHCM,Học phí (dự kiến) Năm học 2026-2027:19.910.000 đồng/Sinh viên. 19.910.000 đồng/Sinh viên Ghi chú: Thu theo tín chỉ; thực hiện theo Nghị định số 238/2025/NĐ-CP của Chính phủ.,TP. Hồ Chí Minh,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-van-hoa-tphcm-VHS.html,2026-06-20T16:51:21.209328+00:00,9e3de181c4b6cd0cf2547d250ad7e39edca59fb5da8fb6ba6556c593323c13d9
XDA,Trường Đại Học Xây Dựng Hà Nội,"Thông tin về học phí, học bổng của Trường Học phí đại học chính quy chương trình chuẩn (Kỹ sư/Kiến trúc sư/Cử nhân) trung bình năm học 2026-2027: 20.900.000đ/năm học (Trường thu học phí theo tín chỉ). Lộ trình tăng học phí thực hiện theo Nghị định số 81/2021/NĐ-CP ngày 27/8/2021 và Nghị định sửa đổi, bổ sung số 97/2023/NĐ-CP ngày 31/12/2023 của Chính phủ. Tổng học bổng năm học 2025-2026 của Trường là 27.006.050.000đ, trong đó học bổng khuyến khích học tập: 17.269.650.000đ, học bổng của các doanh nghiệp, các tổ chức tài trợ: 9.736.400.000đ",Hà Nội,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-xay-dung-ha-noi-XDA.html,2026-06-20T16:51:35.793086+00:00,79937af5e12784c3f598acfa3616e851307e40035e69d22e5110e4f3d1a69643
,Trường Đại Học Xây Dựng Miền Trung,"Học phí dự kiến đối với sinh viên đại học chính quy năm 2025 trung bình của 1 sinh viên/ năm Khối ngành III: (gồm các ngành: Kế toán, Quản trị kinh doanh, Tài chính – Ngân hàng, Thương mại điện tử) học phí dự kiến là: 15.900.000 đồng/1 sinh viên/năm; Khối ngành V: (gồm các ngành: Kỹ thuật xây dựng, Kỹ thuật xây dựng công trình giao thông, Kỹ thuật cấp thoát nước, Kỹ thuật điều khiển và tự động hóa, Công nghệ kỹ thuật ô tô, Công nghệ thông tin, Kiến trúc, Kiến trúc nội thất, Kinh tế xây dựng, Quản lý xây dựng, Logistics và Quản lý chuỗi cung ứng) học phí dự kiến là: 18.500.000 đồng/1 sinh viên/năm.",Phú Yên,,,,
,Trường Đại học Y Dược Buôn Ma Thuột,NGÀNH TUYỂN SINH ĐÀO TẠO ĐẠI HỌC HỆ CHÍNH QUY TT Mã trường Tên ngành Mã ngành Chỉ tiêu *Học phí/học kỳ 1 BMU,Đắk Lắk,,,,
YCT,Trường Đại Học Y Dược Cần Thơ,"Học phí dự kiến với sinh viên đại học chính quy: TT Ngành Học phínăm học Học phí năm học 1 Y khoa, Dược học 71.050.000 đ 2 Răng hàm mặt 66.500.000 đ",Cần Thơ,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-y-duoc-can-tho-YCT.html,2026-06-20T16:51:43.856622+00:00,5a090467b9d5a9ada8e4611217bc18fc10149c5b039e76213e618d9f40ebdbdc
YTB,Trường Đại Học Y Dược Thái Bình,"Học phí dự kiến với sinh viên chính quy; lộ trình tăng học phí tối đa cho từng năm Dự kiến mức thu học phí năm học 2026-2027 đối với các khóa tuyển sinh năm 2026 như sau: Ngành Y khoa: 65.000.000 đồng/năm học. Ngành Y học cổ truyền: 60.000.000 đồng/năm học. Ngành Dược học: 62.000.000 đồng/năm học. Ngành Y học dự phòng: 48.000.000 đồng/năm học. Ngành Điều dưỡng, Kỹ thuật xét nghiệm Y học: 46.000.000 đồng/năm học. Lộ trình học phí: Nhà trường sẽ thực hiện điều chỉnh mức tăng phù hợp với Nghị định 238/2025/NĐ-CP ngày 03/8/2025 và các văn bản sửa đổi, bổ sung khác (nếu có). Thông tin khácƯu tiên theo khu vực và đối tượng: Áp dụng cho phương thức 100, 402_SPTƯu tiên theo khu vực thực hiện theo đơn vị hành chính do cấp có thẩm quyền quy định tại Phụ lục I của Quy chế tuyển sinh.Mức điểm ưu tiên áp dụng cho khu vực 1 (KV1) là 0,75 điểm, khu vực 2 nông thôn (KV2-NT) là 0,50 điểm, khu vực 2 (KV2) là 0,25 điểm; khu vực 3 (KV3) không được tính điểm ưu tiên.Khu vực tuyển sinh của mỗi thí sinh được xác định theo địa điểm trường mà thí sinh đã học lâu nhất trong thời gian học cấp THPT (hoặc trung cấp, trung học nghề); nếu thời gian học (dài nhất) tại các khu vực tương đương nhau thì xác định theo khu vực của trường mà thí sinh theo học sau cùng.Thí sinh được hưởng chính sách ưu tiên khu vực theo quy định trong năm tốt nghiệp THPT (hoặc trung cấp, trung học nghề) và một năm kế tiếp.Ưu tiên theo đối tượng chính sách quy định tại Phụ lục II của Quy chế tuyển sinh: Mức điểm ưu tiên áp dụng cho nhóm đối tượng UT1 (gồm các đối tượng 01 đến 03) là 2,00 điểm và cho nhóm đối tượng UT2 (gồm các đối tượng 04 đến 06) là 1,00 điểm.Ghi chú:Các mức điểm ưu tiên được quy định trong Điều này tương ứng với tổng điểm 03 môn (trong tổ hợp xét tuyển) theo thang điểm 30 đối với từng tổ hợp (không nhân hệ số); trường hợp phương thức tuyển sinh sử dụng thang điểm khác thì mức điểm ưu tiên được quy đổi tương đương.Thí sinh thuộc nhiều diện đối tượng chính sách chỉ được hưởng một mức điểm ưu tiên cao nhất.Điểm ưu tiên (mức điểm thí sinh được hưởng theo khu vực, đối tượng) đối với thí sinh đạt tổng điểm từ 22,50 trở lên (áp dụng đối với phương thức 100 và 402_SPT) khi quy đổi về điểm theo thang 10 và theo thang tổng điểm 03 môn tối đa là 30: Được tính giảm dần theo công thức cụ thể như sau:Điểm ưu tiên = [(30 - Tổng điểm đạt được)/7,50] × Mức điểm ưu tiênb) Tuyển thẳng (Phương thức 301):Áp dụng cho đối tượng quy định tại Khoản 1, Điều 8, Quy chế tuyển sinhc) Xét tuyển thẳng thí sinh là người Việt Nam (phương thức 301):Đối tượng quy định tại Khoản 2, Điều 8 Quy chế tuyển sinh, tốt nghiệp THPT năm 2026, thời gian đạt giải không quá 3 năm tính tới năm 2026, được xét tuyển thẳng theo quy định như sau:Thí sinh đạt giải Nhất, Nhì, Ba môn Toán học, Hóa học, Sinh học trong kỳ thi chọn học sinh giỏi quốc gia, quốc tế được xét tuyển thẳng vào các ngành: Y khoa, Y học cổ truyền, Y học dự phòng, Điều dưỡng và Kỹ thuật xét nghiệm y học.Thí sinh đạt giải Nhất, Nhì, Ba môn Toán học, Vật lý, Hóa học trong kỳ thi chọn học sinh giỏi quốc gia, quốc tế được xét tuyển thẳng vào các ngành: Dược học và Kỹ thuật xét nghiệm y học.Thí sinh đạt giải Nhất, Nhì, Ba trong Cuộc thi khoa học, kỹ thuật cấp quốc gia, quốc tế do Bộ Giáo dục và Đào tạo tổ chức, cử tham gia: Hội đồng tuyển sinh Nhà trường sẽ xem xét từng trường hợp cụ thể và thông báo trực tiếp cho thí sinh.Đối tượng quy định tại điểm c, d Khoản 3, Điều 8 Quy chế tuyển sinh (Thí sinh là người dân tộc thiểu số rất ít người theo quy định hiện hành của Chính phủ hoặc là người khuyết tật nặng có giấy xác nhận khuyết tật của cơ quan có thẩm quyền cấp theo quy định, có khả năng theo học một số chương trình đào tạo do Trường quy định nhưng không có khả năng dự tuyển theo phương thức tuyển sinh bình thường): Hiệu trưởng xem xét từng trường hợp cụ thể và có thông báo trực tiếp cho thí sinh.d) Xét tuyển thẳng đối với thí sinh là người nước ngoài (Phương thức 411):Đối tượng, ngưỡng đảm bảo chất lượng và số lượng tuyển sinh được công bố trong Công văn thông báo tuyển sinh trình độ đại học năm 2026 đối với lưu học sinh diện Hiệp định và ngoài Hiệp định.d) Ưu tiên xét tuyển:Trường áp dụng ưu tiên xét tuyển bằng hình thức cộng điểm (điểm thường, điểm xét thưởng, điểm khuyến khích) đối với thí sinh xét tuyển theo phương thức 100, 402_SPT: Quy định chi tiết tại phần II.5.b của Thông tin tuyển sinh năm 2026.",Thái Bình,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-y-thai-binh-YTB.html,2026-06-20T16:52:07.104338+00:00,9f3ba2116d692d1c21ce974bf05c0d0daddb6d4ec10c9c0e475ad24688ce7bc9
YHB,Trường Đại Học Y Hà Nội,"Thông tin khácĐiểm cộng–Điểm thưởng,điểm khuyến khíchgọi chung làđiểm cộng. Tổng điểm cộng tối đa 03 điểm và đảm bảo điểm xét tuyển (bao gồm cả điểm cộng và điểm ưu tiên) không vượt quá 30 điểm.– Có 02 loại điểm cộng sau:(1) Điểm thưởng đối với thí sinh diện Ưu tiên xét tuyển (thông tin cụ thể ở mục 7.4)(2) Điểm khuyến khích đối với thí sinh có chứng chỉ ngoại ngữ quốc tế, chứng chỉ quốc tế, còn hạn sử dụng ít nhất đến thời điểm thí sinh nộp trên cổng tuyển sinh của Bộ GD&ĐT. Mức điểm khuyến khích từ 0 – 1,5 điểm theo thang điểm 30.-*Mức điểm khuyến khích đối với các loại chứng chỉ như sau:Điểm khuyến khíchChứng chỉ0,751,01,251,5IELTS (Academic)5.5 – 6.06.57.0≥ 7.5TOEFL iBT46 – 7879 - 9394 - 101≥ 102TCFTiếng Pháp400 – 420421 - 440441 - 450451 – 470DELFTiếng PhápDELF B2(50 - 60)DELF B2(61 - 70)DELF B2(71 - 75)DELF B2 (>76)hoặc DALF C1HSKTiếng TrungCấp 5(180 - 210)Cấp 5(211 - 240)Cấp 5(241 - 300)Cấp 6 (≥ 180)SAT1100 - 11901200 - 12901300 - 1390",Hà Nội,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-y-ha-noi-YHB.html,2026-06-20T16:51:54.720103+00:00,ef053372d656322341a575ca6799ebbc1fd99559d18feee51bb8fc0215df490c
TYS,Trường Đại Học Y Khoa Phạm Ngọc Thạch,"Học phí dự kiến năm học 2026 – 2027 căn cứ theo thông báo được đăng tại địa chỉhttps://www.pnt.edu.vn/vi/thong-bao/, cụ thể như sau: STT Ngành học Học phí dự kiến năm học 2026 – 2027 (đơn vị tính: Đồng) Ghi chú 1 Y khoa 81.000.000 2 Răng Hàm Mặt 3",TP. Hồ Chí Minh,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-y-khoa-pham-ngoc-thach-TYS.html,2026-06-20T16:51:59.917468+00:00,9fb33a5a04f0c310e813cbc8d2eba4a80babfb69710b36317250fa8ff90b2d15
,Trường Đại học Y khoa Tokyo Việt Nam,"Sinh viên nhập học năm học 2026 nộp các khoản sau: Phí nhập học: 6.900.000 đồng, chỉ đóng 1 lần duy nhất khi nhập học. Phí nhập học: 6.900.000 đồng Học phí năm học 2026–2027: 75.500.000 đồng/năm, đóng theo học kỳ. Học phí năm học 2026–2027: 75.500.000 đồng/năm Mức học phí có thể được điều chỉnh theo từng năm theo biến động chi phí thực tế, mức tăng không quá 10%.",Hưng Yên,,,,
YKV,Trường Đại Học Y Khoa Vinh,"Học phí được thu theo năm học, mỗi năm tính 10 tháng. Căn cứ Quyết định số 81/QĐ-ĐHYKV ngày 16/1/2026 của Trường Đại học Y khoa Vinh, mức thu học phí năm học 2026 - 2027 đối với từng ngành đào tạo như sau: Đơn vị: đồng/tháng/sinh viên Y khoaDược họcY học dự phòngĐiều dưỡngKĩ thuật xét nghiệm3.900.0003.900.0002.900.0002.900.0002.900.000 Y khoa Dược học Y học dự phòng Điều dưỡng Kĩ thuật xét nghiệm 3.900.000 2.900.000 Thông tin kháca)Điểm thưởng:áp dụng cho thí sinh đạt thành tích cao trong các kỳ thi, cuộc thi, giải đấu cấp quốc gia hoặc quốc tế do Bộ GD&ĐT tổ chức, cử tham gia được quy định trong mục 3.1.1 của thông báo này (không dùng quyền ưu tiên tuyển thẳng). Mức điểm cộng được cộng vào tổng điểm các môn của tổ hợp xét tuyển (theo thang điểm 30). Cụ thể:Giải nhất: được cộng 3,0 điểm;Giải nhì: được cộng 2,0 điểm;Giải ba: được cộng 1,5 điểm.b)Điểm xét thưởng:dành cho các đối tượng thí sinh có thành tích hoặc có năng khiếu đặc biệt; mức điểm xét thưởng từ 0 - 1,50 điểm theo thang điểm 30. Mức điểm cộng được cộng vào tổng điểm các môn của tổ hợp xét tuyển (theo thang điểm 30). Cụ thể: Giải khuyến khích trong kỳ thi chọn học sinh giỏi quốc gia; thí sinh đoạt giải tư trong cuộc thi khoa học, kỹ thuật cấp quốc gia/quốc tế: được cộng 1,0 điểm.Lưu ý:Thí sinh đạt giải kỳ thi khoa học, kỹ thuật cấp quốc gia/quốc tế do Bộ GD&ĐT tổ chức, cử tham gia được xem xét cộng điểm thưởng, điểm xét thưởng khi đăng ký xét tuyển vào ngành phù hợp với nội dung của đề tài.c)Điểm khuyến khích:dành cho các đối tượng thí sinh có chứng chỉ Tiếng Anh quốc tế; mức điểm khuyến khích từ 0 - 1,50 điểm theo thang điểm 30.(Phụ lục 1)Lưu ý:Mỗi thí sinh đều có cơ hội đạt mức điểm tối đa theo thang điểm xét 30 điểm đối với tổ hợp xét tuyển 03 môn và bảo đảm không có thí sinh có điểm xét vượt quá mức 30 điểm (bao gồm cả điểm cộng và điểm ưu tiên). Tổng điểm cộng (gồm điểm thưởng, điểm xét thưởng, điểm khuyến khích) không vượt quá 03 điểm theo thang điểm 30; tổng điểm cộng từ 03 điểm trở lên chỉ được tính 03 điểm.",Nghệ An,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-y-khoa-vinh-YKV.html,2026-06-20T16:52:02.041609+00:00,8ee93fa4b9122832c76e0c9ff46930fcd8aa9092287d03895b5899ee6de92c86
YTC,Trường Đại Học Y Tế Công Cộng,STT Nội dung Dự kiến học phí năm học 2026-2027(đồng/năm) Dự kiến học phí năm học 2026-2027 (đồng/năm) I Cử nhân chính quy Y tế công cộng 1,Hà Nội,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-y-te-cong-cong-YTC.html,2026-06-20T16:52:04.676046+00:00,a73061521babeeaf953cf83869362d7d2e0cc671becbedfb395d4c2dd58b30b7
,Trường Khoa học liên ngành và Nghệ thuật Hà Nội,"1. Học phí được tính theo tháng, hoặc theo tín chỉ với các mức như sau:TTChương trình đào tạoSố tín chỉMức học phí/ 01 tín chỉMức học phí/ 01 tháng1Quản trị thương hiệu145965.0003.500.0002Quản lý giải trí và sự kiện145965.0003.500.0003Quản trị đô thị thông minh và bền vững150930.0003.500.0004Quản trị tài nguyên di sản146955.0003.500.0005Kiến trúc và thiết kế cảnh quan1751.000.0003.500.0006Thời trang và sáng tạo148920.0003.420.0007Đồ hoạ công nghệ số148920.0003.420.0008Nội thất bền vững148920.0003.420.0009Nhiếp ảnh nghệ thuật148920.0003.420.00010Nghệ thuật tạo hình đương đại148920.0003.420.00011Công nghệ truyền thông147950.0003.500.000** Mức học phí trên áp dụng cho năm học 2026 - 2027, nếu tăng sẽ theo lộ trình của ĐHQGHN và quy định của Nhà nước và được cập nhật công khai.- Sinh viên diện dự bị đại học, cử tuyển nộp học phí đầy đủ theo chính sách học phí của Trường và được hưởng chính sách miễn, giảm học phí theo đúng quy định pháp luật hiện hành. 1. Học phí được tính theo tháng, hoặc theo tín chỉ với các mức như sau: TT Chương trình đào tạo Số tín chỉ Mức học phí/ 01 tín chỉ Mức học phí/ 01 tháng 1 Quản trị thương hiệu 145 965.000 3.500.000",Hà Nội,,,,
VPH,Trường Sĩ Quan Kĩ Thuật Quân Sự,"Thông tin khácĐiều kiện tuyển sinha) Tiêu chuẩn về chính trị, đạo đức- Thí sinh tự nguyện đăng ký dự tuyển vào Trường Sĩ quan Kỹ thuật quân sự; khi trúng tuyển vào học phải tuyệt đối chấp hành sự phân công công tác của Nhà trường và Bộ Quốc phòng;- Lý lịch chính trị gia đình và bản thân rõ ràng, đủ điều kiện kết nạp vào Đảng Cộng sản Việt Nam theo Điều lệ Đảng, không vi phạm các quy định tại Thông tư số 05/2019/TT-BQP ngày 16/01/2019 của Bộ trưởng Bộ Quốc phòng quy định tiêu chuẩn chính trị của sĩ quan, quân nhân chuyên nghiệp, công chức, công nhân và viên chức quốc phòng trong Quân đội nhân dân Việt Nam và Thông tư số 06/2025/TTBQP ngày 26/01/2025 của Bộ trưởng Bộ Quốc phòng quy định về đối tượng, tiêu chuẩn đào tạo cán bộ Quân đội nhân dân Việt Nam;- Phẩm chất đạo đức tốt, là đảng viên Đảng Cộng sản Việt Nam hoặc đoàn viên Đoàn Thanh niên Cộng sản Hồ Chí Minh- Trường hợp thí sinh là quân nhân phải được cấp có thẩm quyền đánh giá hoàn thành tốt nhiệm vụ trong thời gian phục vụ tại ngũ.b) Tiêu chuẩn về văn hóaTính đến thời điểm xét tuyển, đã tốt nghiệp Trung học phổ thông (THPT) theo hình thức giáo dục chính quy hoặc giáo dục thường xuyên.c) Tiêu chuẩn độ tuổi (tính đến năm dự tuyển).- Thanh niên ngoài Quân đội từ 17 đến 21 tuổi;- Quân nhân tại ngũ hoặc đã xuất ngũ và công dân hoàn thành nghĩa vụ tham gia công an nhân dân từ 18 đến 23 tuổi.d) Tiêu chuẩn về sức khỏe- Tuyển chọn thí sinh nam có sức khỏe đạt Loại 1 và Loại 2 theo quy định tại Thông tư số 105/2023/TT-BQP ngày 06/12/2023 của Bộ trưởng Bộ Quốc phòng quy định tiêu chuẩn sức khỏe, khám sức khỏe cho các đối tượng thuộc phạm vi quản lý của Bộ Quốc phòng (sau đây viết gọn là Thông tư số 105/2023/TT-BQP); đã được sửa đổi, bổ sung một số điều tại Thông tư số 106/2025/TT-BQP ngày 30/9/2025 của Bộ trưởng Bộ Quốc phòng (sau đây Thông tư số 106/2025/TT-BQP), theo các chỉ tiêu: Thể lực (trừ chiều cao, cân nặng, chỉ số khối cơ thể có quy định riêng), mắt (trừ tật khúc xạ cận thị có quy định riêng), tai mũi họng, răng hàm mặt, nội khoa, thần kinh, tâm thần, ngoại khoa, da liễu. Được tuyển các thí sinh viêm ruột thừa đã phẫu thuật, đạt kết quả tốt và thí sinh thận có 1 đến 2 nang, đường kính từ 0,5cm đến dưới 1cm, không chèn ép đài bể thận.- Thể lực: Chỉ số BMI ≤ 30; thí sinh nam cao từ 1,63 m trở lên, cân nặng từ 50 kg trở lên.- Mắt: Được tuyển thí sinh mắc tật khúc xạ cận thị không quá 3 đi-ốp, kiểm tra thị lực sau chỉnh kính đạt Điểm 1 (thị lực mắt phải đạt 10/10; tổng thị lực 2 mắt đạt 19/10 trở lên) theo quy định tại Thông tư số 105/2023/TT-BQP và các thí sinh cận thị từ 3 đi-ốp đến 6 đi-ốp đã phẫu thuật ổn định (thị lực không kính: mắt phải đạt 10/10; tổng thị lực 2 mắt đạt 19/10 trở lên).- Thí sinh có nơi thường trú từ 3 năm liên tục trở lên (tính đến năm dự tuyển) thuộc khu vực 1, hải đảo và thí sinh là người dân tộc thiểu số: Được tuyển thí sinh có thể lực đạt điểm 1 và điểm 2 theo quy định tại Thông tư số 105; trong đó thí sinh nam phải đạt chiều cao từ 1,60 m trở lên, nặng 48 kg trở lên; các tiêu chí khác thực hiện như đối với thí sinh dự tuyển nói chung.- Thí sinh là người dân tộc thiểu số thuộc 16 dân tộc rất ít người theo quy định tại khoản 1, Điều 2 Nghị định số 57/2017/NĐ-CP ngày 09/5/2017 của Chính phủ về quy định chính sách ưu tiên tuyển sinh và hỗ trợ học tập đối với trẻ mẫu giáo, học sinh, sinh viên dân tộc thiểu số rất ít người (gồm các dân tộc: Cống, Mảng, Pu Péo, Si La, Cờ Lao, Bố Y, La Ha, Ngái, Chứt, Ơ Đu, Brâu, Rơ Măm, Lô Lô, Lự, Pà Thẻn, La Hủ) được tuyển thí sinh nam đạt chiều cao từ 1,58 m trở lên, nặng 46 kg trở lên; các tiêu chuẩn khác thực hiện như đối với thí sinh là người dân tộc thiểu số nói chung.",TP. Hồ Chí Minh,,,,
VPH,Trường Sĩ Quan Kĩ Thuật Quân Sự - Hệ Quân sự - Đại Học Trần Đại Nghĩa,"- Thí sinh trúng tuyển vào Trường Sĩ quan Kỹ thuật quân sự được Quân đội bảo đảm về ăn, ở, trang phục; không phải đóng học phí; hằng tháng tất cả học viên được cấp phụ cấp sinh hoạt, được sử dụng miễn phí cơ sở vật chất của Nhà trường cho học tập, rèn luyện, nghiên cứu khoa học; được cấp phát không thu tiền trang thiết bị, đồ dùng phục vụ học tập. - Thân nhân của học viên (bố mẹ đẻ, bố mẹ nuôi hợp pháp, vợ, con...) nếu chưa có bảo hiểm Y tế sẽ được Quân đội mua bảo hiểm ngay khi vào học; trường hợp gia đình học viên có khó khăn đột xuất, được Quân đội xem xét cấp trợ cấp; trường hợp có con đẻ, con nuôi sẽ được hưởng chính sách miễn giảm học phí theo quy định. - Học viên được học tập, nghiên cứu khoa học và rèn luyện toàn diện về phẩm chất chính trị, đạo đức, tác phong, nếp sống, sinh hoạt chính quy theo điều lệnh Quân đội, đáp ứng yêu cầu nhiệm vụ được giao khi ra trường. - Sau từng năm học, những học viên có kết quả học tập loại giỏi, loại xuất sắc và rèn luyện tốt được hưởng chế độ khen thưởng theo quy định của Bộ Quốc phòng. - Học viên được tính thời gian tham gia đóng bảo hiểm xã hội ngay từ khi nhập học; được hưởng chế độ nghỉ hè, nghỉ tết theo quy định. - Học viên tốt nghiệp ra trường được Hiệu trưởng cấp bằng tốt nghiệp đại học (văn bằng thuộc hệ thống văn bằng quốc gia); được Bộ Quốc phòng phong quân hàm thiếu úy hoặc trung úy tùy theo kết quả xếp loại tốt nghiệp. - Học viên tốt nghiệp được điều động về các đơn vị đảm nhiệm các chức danh, chức vụ công tác và hưởng lương theo quy định. Những học viên tốt nghiệp loại xuất sắc và loại giỏi được ưu tiên xem xét nguyện vọng khi điều động về các đơn vị. - Tất cả học viên đều phải nghiêm chỉnh chấp hành việc phân công công tác sau tốt nghiệp. Bộ Quốc phòng phân công công tác căn cứ vào mục tiêu đào tạo và nhu cầu của từng đơn vị.",TP. Hồ Chí Minh,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-tran-dai-nghia-he-quan-su-phia-bac-VPH.html,2026-06-20T16:51:03.028663+00:00,dd2840b29a46ed4e68a84273c40a58f6d5d2b4a6b6afbcec329aad2c584be491
TTH,Trường Sĩ Quan Thông Tin,"Thông tin khác- Chính sách ưu tiên đối tượng xét tuyển thẳng, ưu tiên xét tuyển thực hiện theo quy chế tuyển sinh của Bộ GD&ĐT và quy định của Bộ Quốc phòng.- Điểm ưu tiên là mức điểm thí sinh được hưởng theo khu vực, đối tượng ưu tiên được quy định tại Quy chế tuyển sinh của Bộ GD&ĐT.- Điểm cộng do Ban TSQS Bộ Quốc phòng quy định và công bố theo các tiêu chí thành tích thống nhất chung trong các trường Quân đội, bao gồm:+ Điểm thưởng dành cho các đối tượng thí sinh được xét tuyển thẳng nhưng không sử dụng quyền xét tuyển thẳng theo quy định tại khoản 2, Điều 8 của Quy chế này; mức điểm thưởng từ 0 - 3,00 điểm theo thang điểm 30;+ Điểm xét thưởng dành cho các đối tượng thí sinh có thành tích hoặc có năng khiếu đặc biệt; mức điểm xét thưởng từ 0 - 1,50 điểm theo thang điểm 30;+ Điểm khuyến khích dành cho các đối tượng thí sinh có chứng chỉ ngoại ngữ hoặc có chứng chỉ quốc tế; mức điểm khuyến khích từ 0 - 1,50 điểm theo thang điểm 30 (Chứng chỉ ngoại ngữ nếu được sử dụng để cộng điểm khuyến khích thì không được sử dụng để quy đổi điểm môn ngoại ngữ trong tổ hợp xét tuyển).",Khánh Hòa,,,,
TTH,Trường Sĩ Quan Thông Tin - Hệ Quân sự - Đại Học Thông Tin Liên Lạc,"- Thí sinh trúng tuyển vào các trường Quân đội được bảo đảm về ăn, ở, mặc; không phải nộp tiền, không phải đóng học phí; hằng tháng tất cả học viên được cấp phụ cấp sinh hoạt; được sử dụng miễn phí cơ sở vật chất của nhà trường cho học tập, rèn luyện, nghiên cứu khoa học; được cấp phát không thu tiền trang thiết bị đồ dùng phục vụ cho học tập.",Khánh Hòa,,,,
